id,value
per,
per.per-loc,
per.per-loc.beatifiedPlace,
per.per-loc.placeOfBirth,
per.per-loc.canonizedPlace,
per.per-loc.country,
per.per-loc.country.countryOfCitizenship,
per.per-loc.country.formerCountry,
per.per-loc.country.homeCountry,
per.per-loc.country.nationality,
per.per-loc.country.countryForSport,
per.per-loc.placeOfDeath,
per.per-loc.disappearedPlace,
per.per-loc.district,
per.per-loc.imprisonedAt,
per.per-loc.locatedAt,
per.per-loc.monuments,
per.per-loc.origin,
per.per-loc.hometown,
per.per-loc.placeOfBurial,
per.per-loc.region,
per.per-loc.religiousInstitution,
per.per-loc.religiousInstitution.church,
per.per-loc.religiousInstitution.temple,
per.per-loc.residence,
per.per-loc.restaurant,
per.per-loc.restingPlace,
per.per-loc.significantBuilding,
per.per-loc.state,
per.per-loc.trainingLocation,
per.per-loc.trainingLocation.currentTrainingLocation,
per.per-loc.trainingLocation.formerTrainingLocation,
per.per-loc.trainingLocation.gym,
per.per-org,
per.per-org.agency,
per.per-org.agentCompany,
per.per-org.allegiance,
per.per-org.almaMater,
per.per-org.associatedWith,
per.per-org.associatedWith.band,
per.per-org.associatedWith.institution,
per.per-org.associatedWith.league,
per.per-org.boardMemberOf,
per.per-org.club,
per.per-org.club.coachedClub,
per.per-org.club.currentClub,
per.per-org.club.managerOfClub,
per.per-org.club.youthClub,
per.per-org.coachOf,
per.per-org.coachOf.assistCoachOf,
per.per-org.coachOf.formerCoachOf,
per.per-org.coachOf.headCoachOf,
per.per-org.educatedAt,
per.per-org.educatedAt.college,
per.per-org.educatedAt.highSchool,
per.per-org.educatedAt.university,
per.per-org.employer,
per.per-org.family,
per.per-org.family.house,
per.per-org.founderOf,
per.per-org.influenced,
per.per-org.influencedBy,
per.per-org.memberOf,
per.per-org.memberOf.memberOfAssembly,
per.per-org.memberOf.currentMemberOf,
per.per-org.memberOf.memberOfParliament,
per.per-org.memberOf.memberOfPoliticalParty,
per.per-org.memberOf.memberOfStateAssembly,
per.per-org.memberOf.memberOfStateDelegate,
per.per-org.memberOf.memberOfStateHouse,
per.per-org.memberOf.memberOfStateLegislature,
per.per-org.practiceAt,
per.per-org.religion,
per.per-org.team,
per.per-org.team.amateurTeam,
per.per-org.team.coachedTeam,
per.per-org.team.collegeTeam,
per.per-org.team.currentTeam,
per.per-org.team.debutTeam,
per.per-org.team.draftTeam,
per.per-org.team.formerTeam,
per.per-org.team.managedTeam,
per.per-org.team.nationalTeam,
per.per-org.team.olympicTeam,
per.per-org.team.prospectTeam,
per.per-org.team.proTeam,
per.per-org.team.universityTeam,
per.per-org.team.worldsTeam,
per.per-org.wantedBy,
per.per-per,
per.per-per.advisor,
per.per-per.advisor.doctoralAdvisor,
per.per-per.agent,
per.per-per.servedAlongside,
per.per-per.appointedBy,
per.per-per.associatedWith,
per.per-per.associatedWith.musicalArtist,
per.per-per.beatifiedBy,
per.per-per.canonizedBy,
per.per-per.choreographer,
per.per-per.choreographer.formerChoreographer,
per.per-per.coachOf,
per.per-per.coachOf.assistCoachOf,
per.per-per.coachOf.formerCoachOf,
per.per-per.coachOf.headCoachOf,
per.per-per.consecrator,
per.per-per.createdCardinalBy,
per.per-per.employer,
per.per-per.influenced,
per.per-per.influencedBy,
per.per-per.nominatedBy,
per.per-per.officeholder,
per.per-per.officeholder.inOfficeChancellor,
per.per-per.officeholder.deputy,
per.per-per.officeholder.inOfficeGovernor,
per.per-per.officeholder.inOfficeGovernorGeneral,
per.per-per.officeholder.inOfficeLieutenant,
per.per-per.officeholder.inOfficeMonarch,
per.per-per.officeholder.inOfficePresident,
per.per-per.officeholder.inOfficePrimeMinister,
per.per-per.officeholder.inOfficeVicePresident,
per.per-per.officeholder.inOfficeVicePrimeMinister,
per.per-per.opponent,
per.per-per.ordinatedBy,
per.per-per.partner,
per.per-per.partner.domesticPartner,
per.per-per.partner.formerPartner,
per.per-per.partner.lifePartner,
per.per-per.patron,
per.per-per.predecessor,
per.per-per.relative,
per.per-per.relative.child,
per.per-per.relative.parent,
per.per-per.relative.parent.father,
per.per-per.relative.parent.mother,
per.per-per.relative.spouse,
per.per-per.student,
per.per-per.student.notableStudent,
per.per-per.successor,
per.per-per.teacher,
per.per-per.teacher.guru,
per.per-per.trainer,
per.per-per.victim,
